597.633	223.200
597.870	224.000
598.107	225.600
598.344	223.800
598.581	225.000
598.818	225.400
599.055	226.000
599.292	224.800
599.529	224.400
599.766	225.600
600.003	224.400
600.240	226.600
600.477	224.000
600.714	225.400
600.951	225.800
601.188	224.800
601.425	224.000
601.662	225.600
601.899	229.200
602.136	225.000
602.373	227.200
602.610	225.600
602.847	226.600
603.084	225.000
603.321	226.200
603.558	226.400
603.795	226.400
604.032	226.400
604.269	226.800
604.506	226.800
604.743	226.200
604.980	226.600
605.217	227.000
605.454	225.400
605.691	227.800
605.928	228.200
606.165	228.600
606.402	227.600
606.639	227.400
606.876	228.200
607.113	229.000
607.350	228.200
607.587	230.800
607.824	229.400
608.061	229.600
608.298	227.200
608.535	229.200
608.772	229.000
609.009	230.400
609.246	229.000
609.483	236.000
609.720	228.000
609.957	232.200
610.194	230.800
610.431	232.800
610.668	229.800
610.905	231.000
611.142	230.600
611.379	232.200
611.616	232.600
611.853	233.000
612.090	232.800
612.327	235.400
612.564	236.200
612.801	238.800
613.038	236.600
613.275	235.600
613.512	236.600
613.749	236.800
613.986	238.800
614.223	236.400
614.460	238.800
614.697	240.000
614.934	242.000
615.171	244.200
615.408	244.400
615.645	245.400
615.882	246.200
616.119	246.600
616.356	247.000
616.593	247.800
616.830	249.600
617.067	248.400
617.304	247.600
617.541	246.600
617.778	251.000
618.015	249.400
618.252	252.400
618.489	252.800
618.726	254.000
618.963	252.800
619.200	255.200
619.437	254.200
619.674	252.800
619.911	253.200
620.148	253.800
620.385	252.000
620.622	252.800
620.859	259.200
621.096	255.400
621.333	257.400
621.570	258.400
621.807	257.400
622.044	259.400
622.281	261.400
622.518	261.800
622.755	262.400
622.992	262.200
623.229	266.200
623.466	265.400
623.703	267.000
623.940	270.800
624.177	270.800
624.414	273.600
624.651	270.200
624.888	276.000
625.125	275.800
625.362	277.800
625.599	277.600
625.836	282.600
626.073	283.800
626.310	280.800
626.547	288.800
626.784	287.800
627.021	290.600
627.258	289.600
627.495	296.000
627.732	295.200
627.969	297.600
628.206	300.200
628.443	299.400
628.680	300.200
628.917	307.800
629.154	309.000
629.391	310.800
629.628	314.200
629.865	313.200
630.102	317.000
630.339	319.600
630.576	320.800
630.813	324.800
631.050	324.600
631.287	330.000
631.524	329.600
631.761	332.600
631.998	338.000
632.235	340.600
632.472	342.200
632.709	346.800
632.946	349.800
633.183	352.400
633.420	356.400
633.657	362.000
633.894	363.000
634.131	369.400
634.368	371.200
634.605	374.600
634.842	378.200
635.079	378.400
635.316	382.200
635.553	391.200
635.790	392.400
636.027	396.800
636.264	402.400
636.501	407.600
636.738	413.200
636.975	414.000
637.212	417.800
637.449	424.800
637.686	428.400
637.923	431.600
638.160	437.400
638.397	442.400
638.634	444.800
638.871	450.400
639.108	451.400
639.345	455.600
639.582	466.000
639.819	472.000
640.056	474.800
640.293	481.200
640.530	483.000
640.767	491.200
641.004	499.200
641.241	501.800
641.478	509.600
641.715	519.600
641.952	517.400
642.189	528.000
642.426	529.000
642.663	539.000
642.900	545.600
643.137	552.200
643.374	555.400
643.611	564.200
643.848	571.000
644.085	575.200
644.322	584.400
644.559	592.200
644.796	597.000
645.033	608.200
645.270	609.000
645.507	613.800
645.744	624.800
645.981	632.400
646.218	637.400
646.455	649.600
646.692	649.400
646.929	660.200
647.166	672.800
647.403	675.800
647.640	676.600
647.877	685.000
648.114	690.000
648.351	701.000
648.588	704.800
648.825	719.000
649.062	722.600
649.299	735.800
649.536	736.800
649.773	751.000
650.010	753.000
650.247	758.200
650.484	763.600
650.721	770.400
650.958	779.200
651.195	793.400
651.432	791.800
651.669	800.600
651.906	816.400
652.143	813.200
652.380	827.800
652.617	829.800
652.854	838.600
653.091	846.600
653.328	853.200
653.565	858.400
653.802	869.600
654.039	875.600
654.276	881.000
654.513	895.600
654.750	893.000
654.987	903.200
655.224	905.600
655.461	914.200
655.698	918.600
655.935	928.600
656.172	928.000
656.409	943.200
656.646	947.000
656.883	957.200
657.120	959.400
657.357	963.000
657.594	971.600
657.831	976.600
658.068	986.400
658.305	987.400
658.542	997.600
658.779	1006.400
659.016	1002.800
659.253	1011.200
659.490	1015.200
659.727	1030.400
659.964	1037.000
660.201	1031.400
660.438	1039.800
660.675	1036.000
660.912	1049.200
661.149	1059.400
661.386	1056.400
661.623	1061.600
661.860	1069.400
662.097	1068.600
662.334	1079.200
662.571	1079.400
662.808	1090.400
663.045	1084.000
663.282	1101.600
663.519	1101.400
663.756	1101.200
663.993	1114.400
664.230	1110.400
664.467	1109.000
664.704	1118.000
664.941	1119.400
665.178	1124.600
665.415	1130.000
665.652	1128.800
665.889	1137.200
666.126	1137.400
666.363	1139.000
666.600	1140.400
666.837	1146.400
667.074	1154.800
667.311	1158.200
667.548	1162.800
667.785	1163.800
668.022	1170.000
668.259	1169.200
668.496	1166.400
668.733	1180.600
668.970	1177.200
669.207	1178.800
669.444	1177.800
669.681	1182.000
669.918	1185.800
670.155	1188.600
670.392	1184.800
670.629	1202.400
670.866	1186.200
671.103	1194.600
671.340	1192.800
671.577	1198.000
671.814	1207.000
672.051	1206.800
672.288	1206.000
672.525	1214.000
672.762	1222.600
672.999	1217.200
673.236	1217.000
673.473	1218.000
673.710	1221.600
673.947	1222.600
674.184	1228.200
674.421	1225.400
674.658	1229.800
674.895	1233.200
675.132	1233.200
675.369	1237.600
675.606	1240.600
675.843	1244.400
676.080	1249.000
676.317	1243.400
676.554	1250.400
676.791	1244.800
677.028	1257.400
677.265	1258.400
677.502	1262.800
677.739	1259.000
677.976	1259.600
678.213	1260.400
678.450	1264.000
678.687	1270.800
678.924	1271.400
679.161	1272.800
679.398	1278.200
679.635	1278.000
679.872	1283.000
680.109	1277.800
680.346	1283.200
680.583	1283.400
680.820	1277.000
681.057	1287.200
681.294	1291.000
681.531	1294.600
681.768	1291.000
682.005	1290.600
682.242	1298.200
682.479	1301.400
682.716	1293.800
682.953	1295.200
683.190	1297.800
683.427	1306.000
683.664	1306.800
683.901	1303.800
684.138	1312.200
684.375	1304.800
684.612	1313.600
684.849	1312.000
685.086	1314.400
685.323	1320.600
685.560	1322.400
685.797	1312.600
686.034	1318.200
686.271	1314.400
686.508	1318.800
686.745	1321.000
686.982	1326.200
687.219	1324.000
687.456	1331.800
687.693	1326.800
687.930	1323.000
688.167	1328.200
688.404	1330.000
688.641	1331.200
688.878	1326.400
689.115	1332.200
689.352	1338.000
689.589	1340.600
689.826	1336.600
690.063	1351.600
690.300	1338.800
690.537	1336.400
690.774	1349.600
691.011	1346.800
691.248	1352.200
691.485	1343.400
691.722	1347.400
691.959	1355.200
692.196	1358.200
692.433	1361.000
692.670	1358.600
692.907	1358.600
693.144	1358.800
693.381	1355.600
693.618	1367.000
693.855	1363.000
694.092	1364.600
694.329	1366.800
694.566	1361.600
694.803	1370.800
695.040	1373.400
695.277	1378.600
695.514	1372.600
695.751	1372.800
695.988	1368.600
696.225	1386.400
696.462	1377.200
696.699	1380.600
696.936	1388.800
697.173	1391.800
697.410	1386.200
697.647	1394.200
697.884	1391.200
698.121	1403.200
698.358	1392.800
698.595	1403.200
698.832	1399.400
699.069	1397.800
699.306	1400.600
699.543	1397.600
699.780	1404.800
700.017	1403.000
700.254	1419.400
700.491	1407.600
700.728	1416.400
700.965	1414.200
701.202	1422.400
701.439	1415.600
701.676	1425.200
701.913	1423.600
702.150	1431.000
702.387	1425.400
702.624	1434.400
702.861	1440.600
703.098	1436.800
703.335	1435.800
703.572	1448.200
703.809	1443.400
704.046	1456.600
704.283	1450.800
704.520	1464.600
704.757	1465.000
704.994	1461.000
705.231	1470.400
705.468	1470.600
705.705	1477.400
705.942	1474.600
706.179	1479.600
706.416	1476.200
706.653	1479.600
706.890	1482.600
707.127	1494.200
707.364	1508.600
707.601	1501.000
707.838	1503.000
708.075	1510.000
708.312	1519.600
708.549	1514.200
708.786	1509.000
709.023	1527.600
709.260	1523.400
709.497	1521.400
709.734	1535.600
709.971	1530.800
710.208	1539.400
710.445	1530.800
710.682	1539.600
710.919	1556.800
711.156	1553.000
711.393	1548.600
711.630	1561.200
711.867	1557.400
712.104	1562.000
712.341	1571.600
712.578	1566.000
712.815	1561.400
713.052	1570.200
713.289	1581.600
713.526	1584.800
713.763	1585.400
714.000	1582.400
714.237	1589.600
714.474	1591.400
714.711	1601.000
714.948	1597.200
715.185	1607.000
715.422	1606.000
715.659	1600.800
715.896	1605.800
716.133	1616.800
716.370	1613.200
716.607	1627.400
716.844	1619.800
717.081	1630.200
717.318	1622.600
717.555	1629.800
717.792	1635.000
718.029	1636.200
718.266	1635.000
718.503	1643.200
718.740	1647.600
718.977	1643.800
719.214	1656.400
719.451	1665.400
719.688	1662.600
719.925	1655.400
720.162	1655.800
720.399	1680.400
720.636	1680.200
720.873	1670.000
721.110	1674.200
721.347	1665.400
721.584	1675.600
721.821	1678.600
722.058	1683.000
722.295	1683.200
722.532	1686.000
722.769	1685.200
723.006	1682.600
723.243	1679.000
723.480	1687.000
723.717	1677.400
723.954	1696.800
724.191	1693.200
724.428	1686.800
724.665	1697.200
724.902	1689.800
725.139	1698.000
725.376	1691.400
725.613	1686.200
725.850	1690.000
726.087	1694.200
726.324	1694.000
726.561	1688.000
726.798	1689.800
727.035	1702.400
727.272	1700.400
727.509	1702.200
727.746	1694.800
727.983	1698.400
728.220	1701.200
728.457	1690.800
728.694	1694.800
728.931	1686.600
729.168	1693.400
729.405	1698.000
729.642	1695.800
729.879	1687.400
730.116	1686.600
730.353	1682.400
730.590	1705.200
730.827	1680.800
731.064	1692.400
731.301	1700.200
731.538	1683.400
731.775	1684.800
732.012	1701.600
732.249	1683.600
732.486	1681.000
732.723	1683.000
732.960	1677.600
733.197	1679.600
733.434	1681.400
733.671	1676.400
733.908	1658.800
734.145	1672.200
734.382	1674.400
734.619	1674.000
734.856	1669.000
735.093	1659.800
735.330	1670.000
735.567	1665.400
735.804	1644.800
736.041	1653.800
736.278	1657.400
736.515	1645.000
736.752	1650.000
736.989	1652.800
737.226	1646.800
737.463	1649.400
737.700	1637.200
737.937	1643.600
738.174	1622.200
738.411	1621.400
738.648	1621.600
738.885	1613.800
739.122	1627.200
